Post_ID;Caption_Length;ZCaption_Length;Topic_Prod_Features;Topic_Prod_Features_Positive;Topic_Prod_Features_Negative;Topic_Promo_Deal;Topic_Promo_Deal_Positive;Topic_Promo_Deal_Negative;Topic_Lifestyle_Values;Topic_Lifestyle_Values_Positive;Topic_Lifestyle_Values_Negative;Topic_CTA;Topic_CTA_Positive;Topic_CTA_Negative;Product_Category;Platform;Post_Type;Influencer_Gender;Influencer_Age;Influencer_Tier;Follower_Count_K;Caption_Sentiment;Engagement_Rate;Click_Through;Comment_Count
443;38;-0.1516;0;0;0;1;1;0;0;0;0;1;1;0;1;0;1;1;24.2;0;38.9;2;8.22;1;8
444;57;0.6877;1;0;1;1;1;0;1;0;1;1;1;0;2;0;0;0;21.5;1;765.1;4;3.81;1;77
445;61;0.8644;1;1;0;0;0;0;1;1;0;1;1;0;2;1;0;0;29.2;0;27.5;5;8.52;0;86
446;21;-0.9025;1;1;0;1;1;0;1;1;0;0;0;0;1;1;0;0;30.9;1;273.2;4;8.49;1;26
447;59;0.7761;1;1;0;1;1;0;1;1;0;1;1;0;0;1;1;0;29.3;0;32.9;4;13.01;1;225
448;19;-0.9909;1;0;1;1;1;0;1;1;0;1;1;0;2;1;1;0;35.4;1;290.3;4;10.35;0;135
449;51;0.4227;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;27.0;1;173.2;2;5.66;0;22
450;51;0.4227;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;30.3;1;637.4;4;7.17;0;82
451;13;-12.559;0;0;0;1;0;1;1;1;0;0;0;0;0;1;0;0;21.5;0;24.9;4;10.49;0;64
452;39;-0.1074;1;1;0;1;1;0;0;0;0;0;0;0;2;1;1;1;25.1;0;32.8;5;9.24;0;49
453;28;-0.5933;0;0;0;0;0;0;1;1;0;1;1;0;1;0;0;0;30.5;0;43.2;3;8.3;0;18
454;24;-0.77;1;0;0;0;0;0;1;1;0;1;1;0;2;1;0;0;31.2;0;13.8;5;10.1;1;47
455;77;15.712;1;1;0;0;0;0;0;0;0;1;1;0;2;0;0;0;25.5;0;10.6;5;6.44;1;19
456;26;-0.6817;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;26.6;1;192.6;3;6.69;0;31
457;23;-0.8142;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;19.4;0;9.9;3;5.18;1;10
458;38;-0.1516;1;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;25.2;0;26.5;5;5.47;0;12
459;53;0.511;1;1;0;1;1;0;1;1;0;0;0;0;0;0;1;1;31.5;0;31.4;5;7.71;1;36
460;34;-0.3283;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;29.9;0;29.4;4;6.52;0;7
461;70;1.262;0;0;0;1;1;0;0;0;0;1;1;0;2;0;0;1;29.5;1;235.2;3;1.36;0;31
462;49;0.3343;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;1;27.2;0;7.6;4;7.41;1;19
463;11;-13.443;0;0;0;0;0;0;1;1;0;1;1;0;2;1;0;0;27.0;1;176.6;4;8.77;1;76
464;27;-0.6375;1;1;0;0;0;0;1;1;0;1;1;0;1;1;1;0;23.7;0;31.4;3;13.23;1;18
465;27;-0.6375;1;1;0;0;0;0;1;1;0;1;1;0;1;1;1;0;30.5;1;59.9;5;10.53;0;120
466;48;0.2901;1;1;0;1;1;0;1;1;0;0;0;0;1;0;0;1;29.1;1;433.8;2;2.23;1;16
467;9;-14.326;1;0;0;1;1;0;0;0;0;1;1;0;1;0;1;0;29.5;0;33.7;1;7.76;0;10
468;149;47.517;1;1;0;0;0;0;1;1;0;1;1;0;1;1;1;0;24.4;1;751.1;4;5.25;0;266
469;49;0.3343;0;0;0;0;0;0;1;1;0;1;1;0;0;0;1;0;18.0;0;6.9;4;8.91;0;18
470;40;-0.0632;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;32.5;1;664.7;3;6.9;1;66
471;70;1.262;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;24.6;0;36.0;4;5.57;0;26
472;133;40.449;0;0;0;1;1;0;1;1;0;0;0;0;1;1;1;0;22.7;1;199.4;3;8.55;1;226
473;59;0.7761;0;0;0;0;0;0;1;0;1;1;1;0;1;0;1;1;30.5;1;263.1;3;3.7;0;85
474;62;0.9086;0;0;0;1;1;0;1;1;0;1;1;0;1;1;1;0;25.0;1;266.7;3;11.56;1;171
475;39;-0.1074;0;0;0;1;0;0;1;1;0;0;0;0;2;1;0;0;32.3;1;332.8;5;8.02;1;67
476;34;-0.3283;1;1;0;0;0;0;0;0;0;1;1;0;1;1;1;1;30.1;0;41.4;4;11.61;0;38
477;28;-0.5933;1;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;30.4;0;31.2;4;6.14;1;17
478;23;-0.8142;1;1;0;1;1;0;0;0;0;0;0;0;1;1;0;0;20.2;0;37.9;4;8.93;1;8
479;25;-0.7258;1;1;0;1;1;0;0;0;0;1;1;0;1;1;1;0;33.1;0;21.4;5;9.85;0;22
480;17;-10.792;1;1;0;0;0;0;1;1;0;1;0;0;0;1;0;1;28.3;1;175.7;3;9.04;0;118
481;35;-0.2841;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;25.2;0;26.0;4;8.03;0;13
482;14;-12.118;1;0;1;0;0;0;1;1;0;1;1;0;0;1;1;0;27.7;1;427.5;4;10.81;1;119
483;41;-0.0191;1;1;0;0;0;0;0;0;0;1;1;0;1;0;1;1;18.1;1;647.3;4;4.46;0;74
484;36;-0.2399;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;29.0;1;604.6;2;3.66;1;40
485;40;-0.0632;1;1;0;0;0;0;0;0;0;1;1;0;0;1;0;0;21.9;0;21.1;4;8.14;0;35
486;27;-0.6375;1;1;0;1;1;0;0;0;0;0;0;0;0;1;1;0;20.2;1;166.8;2;10.72;0;77
487;199;69.604;1;1;0;1;1;0;0;0;0;1;1;0;2;0;0;0;19.4;1;460.3;4;0.3;1;51
488;77;15.712;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;32.6;0;19.2;5;6.62;1;32
489;18;-10.351;1;1;0;0;0;0;1;1;0;1;1;0;1;1;0;1;23.9;1;333.0;3;9.06;0;49
490;42;0.0251;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;34.7;1;360.1;5;12.41;1;227
491;26;-0.6817;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;24.3;0;36.6;1;7.4;1;18
492;21;-0.9025;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;18.5;0;19.9;5;7.58;1;24
493;18;-10.351;1;1;0;1;1;0;1;1;0;1;1;0;0;0;0;0;21.4;0;35.4;4;6.56;1;9
494;46;0.2018;1;1;0;1;1;0;0;0;0;1;1;0;1;0;1;1;33.2;0;22.8;3;11.4;0;9
495;25;-0.7258;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;26.2;0;39.0;2;11.89;1;17
496;62;0.9086;1;1;0;1;0;1;1;1;0;1;1;0;0;0;1;0;24.3;0;25.4;5;9.72;1;65
497;63;0.9528;1;1;0;1;1;0;0;0;0;0;0;0;0;1;1;1;27.8;0;23.6;2;7.73;0;21
498;78;16.154;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;29.5;0;47.1;3;7.9;1;28
499;23;-0.8142;1;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;32.6;1;760.8;3;6.86;1;84
500;48;0.2901;1;1;0;1;1;0;1;0;1;1;1;0;0;1;1;0;34.2;0;10.4;4;11.63;1;151
501;52;0.4668;1;1;0;1;1;0;1;1;0;1;1;0;2;1;1;0;25.2;1;622.6;4;10.83;0;100
502;28;-0.5933;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;20.4;0;48.6;2;7.6;0;8
503;24;-0.77;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;1;24.9;0;22.0;3;4.62;1;40
504;89;21.013;0;0;0;0;0;0;1;0;0;1;1;0;0;1;0;0;28.3;0;7.8;3;7.7;0;93
505;41;-0.0191;1;1;0;1;1;0;0;0;0;1;1;0;2;1;0;1;22.2;0;20.3;3;9.26;0;26
506;52;0.4668;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;22.2;0;27.8;4;8.49;1;40
507;23;-0.8142;0;0;0;0;0;0;1;0;0;1;1;0;0;1;1;0;28.7;1;520.8;4;10.62;1;126
508;19;-0.9909;0;0;0;1;1;0;0;0;0;1;1;0;1;1;0;0;26.8;0;34.6;3;11.02;0;39
509;27;-0.6375;1;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;27.2;1;159.5;4;7.44;1;63
510;34;-0.3283;0;0;0;0;0;0;1;1;0;1;1;0;0;1;1;0;23.2;1;753.5;4;11.11;1;161
511;20;-0.9467;1;1;0;0;0;0;0;0;0;1;1;0;1;1;0;0;25.8;0;21.0;5;4.64;1;20
512;36;-0.2399;1;1;0;1;0;0;1;1;0;1;1;0;2;0;1;1;22.4;0;23.0;5;7.81;1;22
513;14;-12.118;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1;0;31.5;1;519.1;5;10.8;1;175
514;20;-0.9467;1;1;0;1;1;0;1;1;0;1;1;0;1;1;1;0;32.2;0;44.7;3;11.84;0;30
515;53;0.511;0;0;0;1;1;0;0;0;0;0;0;0;2;0;0;0;18.0;0;23.7;2;3.82;0;5
516;51;0.4227;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22.4;1;301.1;3;2.41;1;21
517;30;-0.505;1;1;0;0;0;0;1;1;0;1;1;0;0;0;1;0;19.5;0;34.7;3;11.43;1;24
518;21;-0.9025;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;23.7;1;526.7;4;8.37;1;41
519;21;-0.9025;0;0;0;0;0;0;1;1;0;1;1;0;1;1;1;1;26.6;1;317.0;5;11.3;1;162
520;30;-0.505;1;0;1;1;1;0;0;0;0;0;0;0;1;0;1;0;19.8;0;7.8;5;5.39;0;20
521;52;0.4668;1;1;0;1;1;0;0;0;0;0;0;0;2;1;0;0;22.4;0;41.6;5;7.1;0;25
522;61;0.8644;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;22.0;0;47.3;4;4.05;0;8
523;28;-0.5933;1;1;0;0;0;0;0;0;0;1;1;0;1;1;0;0;28.0;0;34.2;4;8.62;1;19
524;19;-0.9909;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;27.3;0;48.0;3;7.85;0;30
525;42;0.0251;0;0;0;1;1;0;1;1;0;1;1;0;2;1;0;1;23.4;1;197.5;2;6.98;1;32
526;23;-0.8142;1;1;0;0;0;0;1;1;0;1;1;0;2;0;0;0;27.9;0;26.5;4;8.34;1;17
527;28;-0.5933;1;1;0;0;0;0;1;0;0;0;0;0;2;0;1;0;24.3;0;32.1;1;3.52;0;10
528;76;1.527;1;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;25.6;1;532.1;4;8.53;0;162
529;58;0.7319;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;35.4;1;500.7;3;6.56;0;24
530;40;-0.0632;1;1;0;0;0;0;1;1;0;1;1;0;0;1;1;0;33.7;1;572.1;4;10.64;1;151
531;18;-10.351;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;20.5;0;10.7;5;9.99;1;13
532;41;-0.0191;1;1;0;0;0;0;1;1;0;1;1;0;0;1;1;0;31.1;1;668.0;3;8.5;0;104
533;66;10.853;0;0;0;1;1;0;0;0;0;1;1;0;1;1;1;1;31.1;0;12.3;5;9.32;1;155
534;30;-0.505;1;1;0;0;0;0;1;1;0;0;0;0;1;1;1;0;21.3;0;38.0;3;10.05;0;78
535;77;15.712;1;1;0;0;0;0;1;1;0;0;0;0;0;1;0;1;31.1;0;14.4;4;9.83;0;22
536;75;14.828;0;0;0;0;0;0;1;1;0;0;0;0;1;1;1;0;34.7;1;185.1;4;7.51;0;263
537;91;21.896;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;1;21.4;0;29.9;4;7.28;0;68
538;43;0.0693;0;0;0;0;0;0;1;1;0;1;1;0;0;0;1;0;22.4;0;31.8;5;9.13;0;32
539;51;0.4227;1;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;32.1;0;44.2;3;7.65;0;27
540;80;17.037;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;28.4;0;31.0;4;6.29;0;19
541;47;0.246;0;0;0;0;0;0;0;0;0;1;1;0;2;1;0;0;29.8;1;69.0;4;7.81;1;120
542;28;-0.5933;1;1;0;0;0;0;0;0;0;1;1;0;0;1;1;0;28.7;1;567.5;5;10.14;0;72
543;29;-0.5492;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;29.0;1;287.1;3;6.4;1;33
544;42;0.0251;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;20.4;0;8.6;5;9.79;1;13
545;18;-10.351;1;1;0;0;0;0;0;0;0;0;0;0;2;1;1;1;32.2;0;30.5;4;9.69;0;16
546;34;-0.3283;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;32.8;0;45.9;3;6.57;0;20
547;67;11.295;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;25.9;0;22.8;4;5.83;0;9
548;11;-13.443;1;1;0;0;0;0;1;1;0;1;1;0;0;1;0;0;26.8;0;18.3;3;10.95;0;40
549;85;19.246;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;19.3;1;160.4;4;5.2;0;19
550;68;11.736;1;1;0;0;0;0;0;0;0;1;1;0;0;1;0;1;29.6;0;11.8;5;8.16;0;36
551;28;-0.5933;1;0;1;1;1;0;0;0;0;1;1;0;1;1;0;1;29.9;0;24.5;4;8.02;1;18
552;49;0.3343;1;1;0;0;0;0;0;0;0;1;1;0;2;1;0;0;26.7;0;31.8;4;7.58;0;24
553;37;-0.1958;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;32.6;0;8.6;4;8.27;0;44
554;72;13.503;0;0;0;1;1;0;0;0;0;1;1;0;2;1;0;1;25.3;0;47.3;2;5.04;1;41
555;63;0.9528;1;0;1;1;1;0;1;1;0;0;0;0;1;1;0;0;29.8;1;142.4;3;7.75;0;101
556;17;-10.792;1;1;0;0;0;0;1;0;0;1;1;0;0;0;0;1;21.9;1;280.8;4;2.03;0;61
557;51;0.4227;0;0;0;0;0;0;1;1;0;0;0;0;2;0;1;1;26.9;1;744.5;3;8.67;1;33
558;33;-0.3725;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;26.1;0;8.6;3;7.75;0;10
559;38;-0.1516;0;0;0;0;0;0;1;1;0;1;0;0;1;1;0;1;28.1;0;26.5;4;7.69;0;20
560;25;-0.7258;1;1;0;0;0;0;0;0;0;1;1;0;0;1;1;0;25.2;0;33.4;3;11.67;1;62
561;96;24.105;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;26.3;0;42.3;3;7.1;0;33
562;65;10.411;1;1;0;1;1;0;0;0;0;0;0;0;1;0;1;1;31.1;1;460.0;4;4.01;1;32
563;24;-0.77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;24.8;0;17.5;2;8.11;0;14
564;18;-10.351;1;1;0;0;0;0;0;0;0;1;1;0;1;0;0;1;19.0;0;47.3;5;6.52;1;8
565;30;-0.505;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;1;35.7;0;10.6;5;8.07;1;34
566;46;0.2018;1;1;0;1;0;0;1;1;0;0;0;0;0;1;0;0;33.9;0;44.4;4;9.29;0;58
567;42;0.0251;1;1;0;0;0;0;1;1;0;1;1;0;0;0;0;1;20.5;1;174.7;2;4.03;1;54
568;73;13.945;1;1;0;0;0;0;0;0;0;1;1;0;1;0;1;0;30.4;0;13.0;5;7.42;1;37
569;57;0.6877;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;24.5;0;37.5;5;11.32;0;67
570;62;0.9086;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;28.3;0;6.8;5;7.44;0;35
571;44;0.1135;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;28.5;0;23.2;2;4.31;0;5
572;17;-10.792;1;0;0;0;0;0;1;1;0;1;1;0;2;1;0;0;25.8;1;304.1;4;9.7;1;127
573;33;-0.3725;1;1;0;0;0;0;1;1;0;1;0;0;1;0;0;0;23.1;1;764.0;5;4.13;1;4
574;66;10.853;1;0;0;0;0;0;0;0;0;1;1;0;1;1;1;1;23.5;1;603.4;4;8.23;1;102
575;36;-0.2399;1;1;0;0;0;0;0;0;0;1;1;0;1;1;0;1;22.4;1;498.1;4;8.72;1;81
576;48;0.2901;0;0;0;1;1;0;0;0;0;1;1;0;0;1;1;0;22.8;0;26.7;4;11.67;1;35
577;31;-0.4608;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26.7;1;87.2;4;4.84;0;18
578;21;-0.9025;1;1;0;0;0;0;0;0;0;1;0;0;2;1;1;1;23.4;0;47.8;1;8.35;1;12
579;34;-0.3283;1;0;1;0;0;0;1;1;0;1;1;0;1;0;0;0;30.4;0;6.0;4;9.09;0;12
580;43;0.0693;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;34.4;1;220.2;2;3.98;0;34
581;26;-0.6817;0;0;0;1;0;1;0;0;0;1;1;0;2;0;0;0;24.1;0;8.9;4;7.97;1;12
582;32;-0.4166;1;0;1;0;0;0;1;0;1;0;0;0;2;1;1;0;28.2;1;739.4;3;7.02;0;31
583;22;-0.8584;1;1;0;0;0;0;0;0;0;1;1;0;2;0;0;0;29.5;0;17.6;4;5.07;0;5
584;68;11.736;1;1;0;0;0;0;0;0;0;1;1;0;1;0;0;1;29.4;1;306.6;2;4.33;1;38
585;31;-0.4608;1;1;0;1;1;0;0;0;0;0;0;0;0;1;1;0;27.4;1;771.2;4;8.91;1;107
586;81;17.479;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;30.7;1;383.6;5;3.92;1;53
587;85;19.246;1;1;0;0;0;0;1;1;0;1;1;0;0;0;0;0;29.4;1;416.8;3;1.34;0;118
588;35;-0.2841;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;20.8;1;313.7;2;5.06;0;22
589;21;-0.9025;1;1;0;0;0;0;1;1;0;0;0;0;1;0;1;1;31.3;0;32.0;2;6.98;0;48
590;12;-13.001;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;1;31.4;0;45.6;5;5.39;1;9
591;16;-11.234;1;1;0;1;1;0;0;0;0;1;1;0;0;0;1;1;23.2;0;22.2;4;9.16;1;13
592;17;-10.792;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;27.2;1;658.9;4;6.5;0;35
593;78;16.154;0;0;0;0;0;0;1;1;0;1;1;0;1;0;1;1;30.4;0;24.9;2;7.34;0;6
594;39;-0.1074;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;26.0;1;375.3;4;2.71;1;51
595;45;0.1576;1;0;1;1;1;0;0;0;0;0;0;0;2;1;1;1;32.4;0;41.9;5;9.45;0;69
596;11;-13.443;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;38.8;0;42.2;5;9.62;0;8
597;19;-0.9909;1;1;0;1;1;0;0;0;0;1;0;1;0;1;0;0;23.1;1;645.5;4;8.25;1;40
598;60;0.8202;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;20.1;0;20.9;2;7.52;0;19
599;43;0.0693;1;1;0;1;1;0;1;1;0;0;0;0;1;0;0;1;28.5;0;41.0;2;7.37;0;6
600;34;-0.3283;1;0;1;1;1;0;0;0;0;1;1;0;1;0;1;0;30.6;0;30.0;1;10.17;0;7
